"116h -- Rakennukset (lkm, m2) käyttötarkoituksen ja lämmitysaineen mukaan, 2019"

"Rakennuksen lämmitysaine","Alue","Vuosi","Rakennuksen kerrosala (m2) Yhteensä","Rakennuksen kerrosala (m2) Erilliset pientalot","Rakennuksen kerrosala (m2) Rivi- ja ketjutalot","Rakennuksen kerrosala (m2) Asuinkerrostalot","Rakennuksen kerrosala (m2) Liikerakennukset","Rakennuksen kerrosala (m2) Toimistorakennukset","Rakennuksen kerrosala (m2) Liikenteen rakennukset","Rakennuksen kerrosala (m2) Hoitoalan rakennukset","Rakennuksen kerrosala (m2) Kokoontumisrakennukset","Rakennuksen kerrosala (m2) Opetusrakennukset","Rakennuksen kerrosala (m2) Teollisuusrakennukset","Rakennuksen kerrosala (m2) Varastorakennukset","Rakennuksen kerrosala (m2) Muut rakennukset"
"Puu, turve","Savonlinna","2019",434258,367666,389,1781,9301,240,1094,2787,5295,7525,34544,2997,639
"Puu, turve","Savukoski","2019",47335,41836,1480,0,1481,36,336,0,145,1803,218,0,0
"Puu, turve","Seinäjoki","2019",374278,312272,1681,983,1114,689,5482,342,958,6178,29373,14591,615
"Puu, turve","Sievi","2019",61736,58173,0,0,287,92,468,130,490,0,1705,391,0
"Puu, turve","Siikainen","2019",52281,47320,0,0,313,0,349,0,866,750,1232,862,589
"Puu, turve","Siikajoki","2019",131067,116376,304,372,2177,414,893,0,1721,2461,1820,1196,3333
"Puu, turve","Siikalatva","2019",144840,126145,1210,652,799,197,2175,394,298,2494,9442,113,921
"Puu, turve","Siilinjärvi","2019",109937,98746,899,0,416,224,1319,115,330,4497,2134,1103,154
"Puu, turve","Simo","2019",57757,54951,0,0,360,517,0,0,208,655,1024,24,18
"Puu, turve","Sipoo","2019",76421,72187,0,327,1653,0,539,0,150,862,325,268,110
"Puu, turve","Siuntio","2019",47266,45023,492,0,248,0,472,80,0,0,598,300,53
"Puu, turve","Sodankylä","2019",139305,119693,2251,120,2629,599,216,419,288,9337,3556,184,13
"Puu, turve","Soini","2019",61622,51152,150,0,672,325,882,81,344,642,6418,956,0
"Puu, turve","Somero","2019",144525,133001,0,561,1817,518,1507,537,504,0,2281,3540,259
"Puu, turve","Sonkajärvi","2019",117308,114812,0,0,583,0,217,0,966,587,143,0,0
"Puu, turve","Sotkamo","2019",160441,146332,405,0,1194,204,150,796,1870,1969,5780,1308,433
"Puu, turve","Sottunga","2019",3162,2882,0,0,0,0,0,0,0,0,0,0,280
"Puu, turve","Sulkava","2019",86667,76067,781,0,2326,0,454,0,769,685,3948,1606,31
"Puu, turve","Sund","2019",19957,18572,0,0,118,0,242,0,36,0,849,0,140
"Puu, turve","Suomussalmi","2019",180001,166324,800,0,2956,0,488,234,484,1394,6156,399,766
"Puu, turve","Suonenjoki","2019",120122,102599,0,1554,803,0,638,464,6054,645,6373,0,992
"Puu, turve","Sysmä","2019",104575,94737,0,170,1560,0,1308,0,2812,526,3099,0,363
"Puu, turve","Säkylä","2019",80069,72160,0,0,837,0,983,0,97,218,5256,518,0
"Puu, turve","Taipalsaari","2019",63573,59033,605,0,1233,154,439,0,131,0,1766,0,212
"Puu, turve","Taivalkoski","2019",91009,84866,0,0,450,27,872,0,0,1530,3244,0,20
"Puu, turve","Taivassalo","2019",33678,29695,0,0,2231,0,0,0,0,0,1495,0,257
"Puu, turve","Tammela","2019",105572,95500,445,0,1346,0,555,0,245,450,6220,731,80
"Puu, turve","Tampere","2019",192106,141060,2974,28521,523,0,127,30,4428,8213,4406,1613,211
"Puu, turve","Tervo","2019",41898,39810,0,0,521,0,145,0,0,1256,42,0,124
"Puu, turve","Tervola","2019",80805,66517,296,0,495,802,1195,0,54,4487,5837,1032,90
"Puu, turve","Teuva","2019",126823,106464,0,0,105,1071,1221,0,186,268,15339,1223,946
"Puu, turve","Tohmajärvi","2019",95223,85751,0,671,991,285,1373,0,1994,280,3775,0,103
"Puu, turve","Toholampi","2019",83167,60796,279,0,27,844,696,0,956,1400,12961,4897,311
"Puu, turve","Toivakka","2019",50948,46950,0,0,917,16,250,0,417,0,1110,0,1288
"Puu, turve","Tornio","2019",134358,122212,268,0,866,124,607,170,172,2908,6511,0,520
"Puu, turve","Turku","2019",136323,86069,19979,16818,2878,91,152,974,2010,793,3412,2528,619
"Puu, turve","Tuusniemi","2019",71110,62719,710,491,851,216,390,0,944,2676,1750,203,160
"Puu, turve","Tuusula","2019",68423,54691,2587,2000,683,240,891,0,112,0,6829,120,270
"Puu, turve","Tyrnävä","2019",57236,52821,1399,0,291,0,0,0,33,822,772,0,1098
"Puu, turve","Ulvila","2019",72284,68792,0,490,0,0,782,0,257,0,823,1053,87
"Puu, turve","Urjala","2019",110146,97488,0,0,945,415,578,0,1021,680,5891,1075,2053
"Puu, turve","Utajärvi","2019",73038,65044,200,414,1444,0,227,988,459,1138,2722,0,402
"Puu, turve","Utsjoki","2019",17531,16160,0,0,427,0,116,0,0,83,605,140,0
"Puu, turve","Uurainen","2019",65150,61383,0,339,513,0,419,0,0,793,1580,123,0
"Puu, turve","Uusikaarlepyy","2019",99518,86447,0,0,486,0,1603,0,464,0,9623,434,461
"Puu, turve","Uusikaupunki","2019",119842,110410,3524,285,1873,107,25,0,901,0,2321,333,63
"Puu, turve","Vaala","2019",89007,76485,2434,0,1098,0,501,426,1241,2669,3345,808,0
"Puu, turve","Vaasa","2019",144579,113351,791,11526,2143,1379,3510,0,240,0,6959,4425,255
"Puu, turve","Valkeakoski","2019",73043,61418,0,640,219,0,1594,0,499,210,8275,0,188
"Puu, turve","Vantaa","2019",43956,42672,0,0,0,0,167,280,105,0,175,207,350
"Puu, turve","Varkaus","2019",88352,79190,766,3312,821,136,689,0,721,440,1711,28,538
"Puu, turve","Vehmaa","2019",56357,52404,0,483,438,155,0,0,542,0,2078,257,0
"Puu, turve","Vesanto","2019",73659,66847,0,349,1116,720,767,666,329,758,2071,0,36
"Puu, turve","Vesilahti","2019",71352,63704,0,0,221,97,505,0,665,300,5295,0,565
"Puu, turve","Veteli","2019",72277,65052,0,0,575,0,286,0,610,0,4947,350,457
"Puu, turve","Vieremä","2019",100832,90172,1184,0,0,0,378,0,228,5816,455,866,1733
"Puu, turve","Vihti","2019",152165,135648,270,548,5173,157,828,0,1379,0,5207,2389,566
"Puu, turve","Viitasaari","2019",127425,108385,0,0,4565,0,564,0,1863,1449,10159,393,47
"Puu, turve","Vimpeli","2019",59573,48776,300,0,1538,205,160,0,40,0,7406,193,955
"Puu, turve","Virolahti","2019",52861,50102,0,0,150,0,237,0,909,22,350,0,1091
"Puu, turve","Virrat","2019",119974,101454,245,160,2147,340,2475,0,1098,980,10665,410,0
"Puu, turve","Vårdö","2019",6676,6354,0,0,322,0,0,0,0,0,0,0,0
"Puu, turve","Vöyri","2019",142110,110957,330,0,421,0,902,760,401,2476,24217,918,728
"Puu, turve","Ylitornio","2019",84945,74055,0,0,1296,730,669,369,338,5431,1744,313,0
"Puu, turve","Ylivieska","2019",121895,110351,1220,0,304,0,2148,0,0,738,2965,4045,124
"Puu, turve","Ylöjärvi","2019",191979,156979,530,198,1263,513,3652,2235,2160,283,23121,885,160
"Puu, turve","Ypäjä","2019",50402,45099,852,0,84,0,359,0,917,816,1020,1019,236
"Puu, turve","Ähtäri","2019",107387,88337,217,300,1050,467,1982,541,997,590,4680,8056,170
"Puu, turve","Äänekoski","2019",177757,157435,491,1728,2297,2069,700,0,287,502,6704,5211,333
"Maalämpö","KOKO MAA","2019",17559638,11769898,1103710,1003186,793534,141580,176894,301322,242195,380906,838563,772394,35456
"Maalämpö","Akaa","2019",65282,48457,3010,5142,0,398,60,2864,567,0,2091,1690,1003
"Maalämpö","Alajärvi","2019",26175,23602,0,0,968,0,964,493,148,0,0,0,0
"Maalämpö","Alavieska","2019",12145,8607,398,0,268,0,2872,0,0,0,0,0,0
"Maalämpö","Alavus","2019",39172,28475,3808,0,3149,792,435,0,0,0,2513,0,0
"Maalämpö","Asikkala","2019",25446,21674,347,0,330,0,163,0,2932,0,0,0,0
"Maalämpö","Askola","2019",14825,12820,0,0,0,0,92,1079,0,0,0,0,834
"Maalämpö","Aura","2019",18342,7280,7927,1191,0,0,0,1313,0,0,631,0,0
"Maalämpö","Brändö","2019",1464,1234,230,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Eckerö","2019",9308,6465,0,0,529,0,120,1462,92,0,0,640,0
"Maalämpö","Enonkoski","2019",4202,3380,822,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Enontekiö","2019",4372,4242,0,0,0,0,0,0,0,0,130,0,0
"Maalämpö","Espoo","2019",979206,658591,39815,67764,24804,20557,988,9611,10020,91108,21104,34420,424
"Maalämpö","Eura","2019",27829,14634,1079,0,8118,0,489,0,0,0,2629,0,880
"Maalämpö","Eurajoki","2019",29408,20839,1836,530,1968,510,200,1121,0,0,2404,0,0
"Maalämpö","Evijärvi","2019",9124,7804,606,0,0,0,0,0,0,266,448,0,0
"Maalämpö","Finström","2019",15110,14123,528,0,0,0,120,0,0,0,339,0,0
"Maalämpö","Forssa","2019",39473,26403,692,9024,0,0,0,0,0,2355,414,585,0
"Maalämpö","Föglö","2019",1255,1255,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Geta","2019",3054,2906,0,0,0,0,148,0,0,0,0,0,0
"Maalämpö","Haapajärvi","2019",22395,19748,0,0,980,0,0,0,1080,0,319,268,0
"Maalämpö","Haapavesi","2019",21810,20066,0,0,0,0,0,0,0,0,1744,0,0
"Maalämpö","Hailuoto","2019",2486,2128,0,0,358,0,0,0,0,0,0,0,0
"Maalämpö","Halsua","2019",12367,9492,765,0,0,0,830,0,0,0,218,1062,0
"Maalämpö","Hamina","2019",151483,50105,17081,66689,743,860,1649,4609,706,6212,1865,964,0
"Maalämpö","Hammarland","2019",14026,11174,2356,0,0,0,70,0,85,0,0,0,341
"Maalämpö","Hankasalmi","2019",12402,9980,1441,0,981,0,0,0,0,0,0,0,0
"Maalämpö","Hanko","2019",31686,17271,743,8064,4635,0,48,0,0,925,0,0,0
"Maalämpö","Harjavalta","2019",7301,7092,0,0,0,0,0,0,0,0,209,0,0
"Maalämpö","Hartola","2019",4261,4157,0,0,104,0,0,0,0,0,0,0,0
"Maalämpö","Hattula","2019",48775,36202,3875,2492,1700,460,0,0,0,0,3448,598,0
"Maalämpö","Hausjärvi","2019",32673,21046,7921,2447,0,0,0,346,913,0,0,0,0
"Maalämpö","Heinola","2019",61017,45656,5333,1105,0,0,0,1500,0,0,7206,217,0
"Maalämpö","Heinävesi","2019",7326,5591,0,0,0,0,225,0,399,1111,0,0,0
"Maalämpö","Helsinki","2019",498517,276636,20737,55858,14561,2319,21829,2159,3406,41581,45979,13005,447
"Maalämpö","Hirvensalmi","2019",11833,10476,0,0,0,288,0,599,0,0,470,0,0
"Maalämpö","Hollola","2019",94465,84669,670,1500,270,0,883,2831,0,0,754,540,2348
"Maalämpö","Honkajoki","2019",3723,499,0,3224,0,0,0,0,0,0,0,0,0
"Maalämpö","Huittinen","2019",31078,13391,3356,860,8493,0,188,724,0,730,3132,0,204
"Maalämpö","Humppila","2019",4767,4354,413,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Hyrynsalmi","2019",2852,1579,327,0,946,0,0,0,0,0,0,0,0
"Maalämpö","Hyvinkää","2019",105258,91349,2858,1745,318,2037,104,1159,1582,0,2039,2067,0
"Maalämpö","Hämeenkyrö","2019",40973,32503,2997,3514,240,0,0,668,0,424,202,248,177
"Maalämpö","Hämeenlinna","2019",165377,102741,11243,19121,17449,0,0,2784,825,4284,3576,3300,54
"Maalämpö","Ii","2019",44187,32105,0,0,1854,0,1740,1524,4084,685,2195,0,0
"Maalämpö","Iisalmi","2019",70250,43896,2174,7482,3961,0,933,671,340,368,1968,8457,0
"Maalämpö","Iitti","2019",41092,35631,1216,1291,732,0,0,252,0,0,531,1439,0
"Maalämpö","Ikaalinen","2019",21811,17976,337,1080,0,0,0,1619,637,0,0,0,162
"Maalämpö","Ilmajoki","2019",68178,55500,4030,0,1300,0,3364,2998,172,386,0,312,116
"Maalämpö","Ilomantsi","2019",9149,4338,0,1178,0,0,0,1298,0,505,1830,0,0
"Maalämpö","Imatra","2019",28996,20284,333,0,5953,0,1827,599,0,0,0,0,0
"Maalämpö","Inari","2019",26382,13674,633,0,10161,56,104,0,664,0,886,204,0
"Maalämpö","Inkoo","2019",37731,29808,0,0,1289,0,506,0,3250,0,0,2604,274
"Maalämpö","Isojoki","2019",2870,2870,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Isokyrö","2019",27816,14995,2937,0,5943,0,1251,719,239,667,0,1065,0
"Maalämpö","Janakkala","2019",63284,42666,3380,928,1767,0,0,2442,0,0,9461,371,2269
"Maalämpö","Joensuu","2019",160522,117960,10095,12022,2544,336,326,4437,3830,0,7686,1286,0
"Maalämpö","Jokioinen","2019",10783,9595,0,0,0,140,792,0,0,0,256,0,0
"Maalämpö","Jomala","2019",118670,76033,8609,12473,10082,136,0,3878,0,5082,85,1670,622
"Maalämpö","Joroinen","2019",14377,9753,1599,0,188,0,0,218,0,2619,0,0,0
"Maalämpö","Joutsa","2019",10439,7527,0,0,1526,0,0,1186,0,0,200,0,0
"Maalämpö","Juuka","2019",6663,3330,0,0,2859,0,0,0,0,0,474,0,0
"Maalämpö","Juupajoki","2019",4856,4371,0,0,0,0,0,0,0,0,485,0,0
"Maalämpö","Juva","2019",24709,20860,278,0,502,0,0,0,0,0,1955,1114,0
"Maalämpö","Jyväskylä","2019",395770,280673,34657,17249,5620,3194,3494,2002,7643,0,19673,21565,0
"Maalämpö","Jämijärvi","2019",1602,1482,0,0,120,0,0,0,0,0,0,0,0
"Maalämpö","Jämsä","2019",77760,56773,4362,540,13558,0,159,0,1092,0,0,1156,120
"Maalämpö","Järvenpää","2019",149426,73232,17546,26005,3760,0,0,4947,1478,8392,10050,3946,70
"Maalämpö","Kaarina","2019",238884,138141,45291,19874,8886,509,853,12648,0,1660,9067,1454,501
"Maalämpö","Kaavi","2019",4638,4007,631,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Kajaani","2019",153735,110892,19469,4286,2089,421,2235,665,8169,0,4007,1314,188
"Maalämpö","Kalajoki","2019",64389,39215,1082,2299,7231,0,1314,1271,0,0,7349,4551,77
"Maalämpö","Kangasala","2019",183865,131905,21275,11679,1411,0,318,3062,770,2414,9264,1767,0
"Maalämpö","Kangasniemi","2019",17768,16426,762,0,0,0,0,0,580,0,0,0,0
"Maalämpö","Kankaanpää","2019",25790,18072,1337,330,307,0,855,2284,0,0,2200,405,0
"Maalämpö","Kannonkoski","2019",3709,2021,1160,0,0,0,0,0,0,0,528,0,0
"Maalämpö","Kannus","2019",17939,16607,0,0,0,0,0,0,500,0,269,563,0
"Maalämpö","Karijoki","2019",2705,2128,577,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Karkkila","2019",24739,16837,0,6412,922,0,0,0,0,0,568,0,0
"Maalämpö","Karstula","2019",6973,6973,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Karvia","2019",6335,3762,291,0,0,196,286,827,96,0,877,0,0
"Maalämpö","Kaskinen","2019",2252,1506,746,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Kauhajoki","2019",27479,21416,1336,0,873,0,0,2389,0,0,1465,0,0
"Maalämpö","Kauhava","2019",60318,40890,3622,1385,7751,237,765,0,464,0,3418,1786,0
"Maalämpö","Kauniainen","2019",46133,37648,859,1987,0,0,0,5639,0,0,0,0,0
"Maalämpö","Kaustinen","2019",25672,20165,764,0,439,0,0,0,0,3412,0,892,0
"Maalämpö","Keitele","2019",3430,3430,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Kemi","2019",28002,19813,0,3611,633,0,133,0,3812,0,0,0,0
"Maalämpö","Kemijärvi","2019",8724,7622,0,0,0,130,972,0,0,0,0,0,0
"Maalämpö","Keminmaa","2019",30369,20575,0,0,336,0,2309,637,0,3300,2504,708,0
"Maalämpö","Kemiönsaari","2019",32089,24256,3305,1638,1364,0,0,0,0,0,567,0,959
"Maalämpö","Kempele","2019",98886,76841,7972,0,3195,1233,2531,0,0,0,3518,3596,0
"Maalämpö","Kerava","2019",70145,35042,1812,8592,8834,0,70,0,367,0,4876,10552,0
"Maalämpö","Keuruu","2019",26766,20827,1501,3378,585,0,0,0,0,0,128,347,0
"Maalämpö","Kihniö","2019",1636,1636,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Kinnula","2019",3525,3374,0,0,151,0,0,0,0,0,0,0,0
"Maalämpö","Kirkkonummi","2019",236894,188580,10337,14661,3217,1286,1027,210,444,374,3196,13562,0
"Maalämpö","Kitee","2019",24297,17344,0,0,1691,0,0,598,2368,0,2120,176,0
"Maalämpö","Kittilä","2019",41284,19803,5109,4112,5204,0,3960,0,0,0,599,2103,394
"Maalämpö","Kiuruvesi","2019",24933,21125,223,1699,162,0,0,882,696,146,0,0,0
"Maalämpö","Kivijärvi","2019",3540,1759,0,0,0,0,0,0,0,0,1781,0,0
"Maalämpö","Kokemäki","2019",6432,5840,0,0,0,0,0,0,0,0,592,0,0
"Maalämpö","Kokkola","2019",172665,131497,4616,3237,11870,1667,1181,803,5375,0,9457,2906,56
"Maalämpö","Kolari","2019",11813,8495,0,258,1584,0,352,0,0,1124,0,0,0
"Maalämpö","Konnevesi","2019",6333,5975,358,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Kontiolahti","2019",86944,71083,10881,0,1345,2998,0,637,0,0,0,0,0
"Maalämpö","Korsnäs","2019",15948,6825,1042,0,6031,0,0,1066,724,0,260,0,0
"Maalämpö","Koski Tl","2019",3286,1946,0,0,1340,0,0,0,0,0,0,0,0
"Maalämpö","Kotka","2019",171469,86999,27662,22903,9535,4321,8328,0,2265,2997,2325,3767,367
"Maalämpö","Kouvola","2019",209392,164982,8684,5288,8850,1901,849,2317,2929,391,3925,9276,0
"Maalämpö","Kristiinankaupunki","2019",78666,32639,11839,14460,4472,1116,375,1025,960,0,10326,1454,0
"Maalämpö","Kruunupyy","2019",63283,42545,723,1179,1533,0,2680,2072,1903,1555,6807,2286,0
"Maalämpö","Kuhmo","2019",10011,7889,0,0,0,0,632,0,1490,0,0,0,0
"Maalämpö","Kuhmoinen","2019",6420,4095,0,950,110,0,0,0,0,0,0,1265,0
"Maalämpö","Kumlinge","2019",809,503,306,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Kuopio","2019",279880,200159,6257,21081,6559,0,1925,5706,4357,5369,21023,6519,925
"Maalämpö","Kuortane","2019",13996,10405,216,0,1460,0,0,926,0,677,312,0,0
"Maalämpö","Kurikka","2019",37815,31409,959,2619,845,0,805,916,0,187,75,0,0
"Maalämpö","Kustavi","2019",2545,2545,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Kuusamo","2019",54191,39456,0,853,8051,1481,548,0,228,789,2510,275,0
"Maalämpö","Kyyjärvi","2019",1666,1666,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Kärkölä","2019",9228,6968,0,0,2260,0,0,0,0,0,0,0,0
"Maalämpö","Kärsämäki","2019",7497,6161,0,0,0,0,307,0,0,0,1029,0,0
"Maalämpö","Kökar","2019",2439,281,1062,0,0,0,0,705,0,0,391,0,0
"Maalämpö","Lahti","2019",190886,110319,3937,24422,6768,545,1626,1575,20587,247,18055,2726,79
"Maalämpö","Laihia","2019",38710,34406,1393,0,0,240,914,423,0,1064,270,0,0
"Maalämpö","Laitila","2019",15477,12006,0,0,0,0,119,0,0,1260,2092,0,0
"Maalämpö","Lapinjärvi","2019",5887,4664,0,0,0,0,100,823,0,0,0,300,0
"Maalämpö","Lapinlahti","2019",23750,20672,1904,0,314,0,0,0,249,0,250,361,0
"Maalämpö","Lappajärvi","2019",11887,11651,236,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Lappeenranta","2019",116670,76460,2739,7023,7115,0,3803,1593,1874,1174,2821,12068,0
"Maalämpö","Lapua","2019",64004,49030,1672,1134,2622,86,1481,0,144,2746,3235,1854,0
"Maalämpö","Laukaa","2019",94395,74259,10037,0,0,343,747,1348,400,0,4794,2467,0
"Maalämpö","Lemi","2019",13467,9737,447,0,0,0,0,2720,0,0,563,0,0
"Maalämpö","Lemland","2019",23964,19535,2766,0,0,0,0,876,0,0,540,0,247
"Maalämpö","Lempäälä","2019",225061,142755,23528,4640,4075,564,312,2792,2914,0,37616,5865,0
"Maalämpö","Leppävirta","2019",59529,36313,1674,3791,3995,0,938,0,434,6865,5339,180,0
"Maalämpö","Lestijärvi","2019",1868,1374,0,0,494,0,0,0,0,0,0,0,0
"Maalämpö","Lieksa","2019",28985,16582,4607,2667,2147,0,0,0,2837,0,145,0,0
"Maalämpö","Lieto","2019",91063,63833,14370,1579,1102,0,988,750,0,0,6533,964,944
"Maalämpö","Liminka","2019",66257,52083,599,0,2874,260,104,484,2735,0,6108,1010,0
"Maalämpö","Liperi","2019",53078,40029,2567,735,2550,0,749,1722,599,0,3803,324,0
"Maalämpö","Lohja","2019",195068,111779,10706,7678,8348,2284,0,38205,8810,265,5307,1495,191
"Maalämpö","Loimaa","2019",31690,20096,2245,519,0,0,50,633,0,0,5899,0,2248
"Maalämpö","Loppi","2019",33242,26800,0,1249,851,0,0,2306,0,0,2036,0,0
"Maalämpö","Loviisa","2019",60625,29627,1591,2104,6954,0,586,954,1924,1888,11782,3048,167
"Maalämpö","Luhanka","2019",2912,2912,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Lumijoki","2019",8338,8140,0,0,0,0,0,0,198,0,0,0,0
"Maalämpö","Lumparland","2019",3329,2464,0,0,0,0,0,865,0,0,0,0,0
"Maalämpö","Luoto","2019",61193,45630,3755,0,1764,0,0,1520,219,3122,901,3651,631
"Maalämpö","Luumäki","2019",13519,11468,1061,0,869,0,121,0,0,0,0,0,0
"Maalämpö","Maalahti","2019",30902,23101,114,0,1400,0,0,2490,0,869,2671,0,257
"Maalämpö","Maarianhamina - Mariehamn","2019",25983,13870,875,5680,0,445,221,0,4892,0,0,0,0
"Maalämpö","Marttila","2019",7387,5183,1623,0,0,277,0,0,0,0,0,304,0
"Maalämpö","Masku","2019",74789,59030,2416,0,1216,0,412,5116,245,0,5673,681,0
"Maalämpö","Merijärvi","2019",4669,3712,957,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Merikarvia","2019",8803,5391,391,450,994,0,605,0,0,0,972,0,0
"Maalämpö","Miehikkälä","2019",5132,3079,0,0,917,0,0,0,1136,0,0,0,0
"Maalämpö","Mikkeli","2019",214828,135212,26833,13997,5906,3361,381,2354,2670,16112,6634,1368,0
"Maalämpö","Muhos","2019",35630,32243,583,0,1564,0,172,0,1068,0,0,0,0
"Maalämpö","Multia","2019",2101,1724,0,0,377,0,0,0,0,0,0,0,0
"Maalämpö","Muonio","2019",5332,3987,0,0,1128,217,0,0,0,0,0,0,0
"Maalämpö","Mustasaari","2019",134476,107029,7764,0,1611,0,1727,4370,728,0,5441,5806,0
"Maalämpö","Muurame","2019",77153,64616,3937,0,829,0,246,0,0,0,7149,376,0
"Maalämpö","Mynämäki","2019",17489,14319,266,1160,0,0,0,89,0,453,1202,0,0
"Maalämpö","Myrskylä","2019",4246,3383,583,0,0,256,0,0,0,0,24,0,0
"Maalämpö","Mäntsälä","2019",93304,65760,4818,9300,120,0,589,0,0,4204,6657,1856,0
"Maalämpö","Mänttä-Vilppula","2019",51718,22233,6962,4759,1930,0,1708,3660,4348,1521,4006,591,0
"Maalämpö","Mäntyharju","2019",24204,14604,3511,462,0,0,0,0,1616,520,3248,243,0
"Maalämpö","Naantali","2019",111459,84163,10898,6940,5538,0,350,0,1624,0,1776,0,170
"Maalämpö","Nakkila","2019",12451,8821,568,0,1212,0,0,0,0,0,1850,0,0
"Maalämpö","Nivala","2019",36452,32855,0,0,208,0,1737,0,0,0,973,679,0
"Maalämpö","Nokia","2019",238491,144614,13910,30776,24029,205,0,1821,344,0,15272,7384,136
"Maalämpö","Nousiainen","2019",20317,15453,975,1676,1559,0,0,0,0,654,0,0,0
"Maalämpö","Nurmes","2019",11498,9424,479,0,602,0,170,0,0,0,823,0,0
"Maalämpö","Nurmijärvi","2019",220671,161397,5093,14730,0,685,1027,2728,2582,0,9706,22436,287
"Maalämpö","Närpiö","2019",125606,91579,7368,2098,1382,409,2285,4583,674,6506,4449,4273,0
"Maalämpö","Orimattila","2019",134570,49025,5214,2230,0,0,1098,0,0,0,5592,71411,0
"Maalämpö","Oripää","2019",2015,2015,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Orivesi","2019",35174,26869,1777,0,3024,0,1287,0,28,0,1421,768,0
"Maalämpö","Oulainen","2019",44446,23528,1757,0,0,0,0,306,0,0,8760,9813,282
"Maalämpö","Oulu","2019",468095,333205,15203,34140,21870,419,2145,4207,2472,29952,13306,8727,2449
"Maalämpö","Outokumpu","2019",12751,9620,426,0,2505,200,0,0,0,0,0,0,0
"Maalämpö","Padasjoki","2019",3099,2748,0,0,351,0,0,0,0,0,0,0,0
"Maalämpö","Paimio","2019",36609,36137,472,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Paltamo","2019",7414,7414,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Parainen","2019",104911,81766,6678,477,2830,1146,1257,3282,826,1528,4214,907,0
"Maalämpö","Parikkala","2019",11424,6084,0,0,3617,0,1369,0,0,0,28,0,326
"Maalämpö","Parkano","2019",26818,14920,6384,1754,0,0,434,643,0,0,2683,0,0
"Maalämpö","Pedersören kunta","2019",106465,86913,1032,0,0,231,1661,1685,3472,1892,9119,430,30
"Maalämpö","Pelkosenniemi","2019",2155,1474,0,0,681,0,0,0,0,0,0,0,0
"Maalämpö","Pello","2019",8101,3108,377,0,4271,0,345,0,0,0,0,0,0
"Maalämpö","Perho","2019",11740,8392,392,0,0,0,0,742,0,1815,399,0,0
"Maalämpö","Pertunmaa","2019",6071,4646,0,0,1146,279,0,0,0,0,0,0,0
"Maalämpö","Petäjävesi","2019",15253,15253,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Pieksämäki","2019",44160,29999,991,0,295,0,263,5302,0,0,5051,2259,0
"Maalämpö","Pielavesi","2019",8248,7735,0,0,123,0,0,0,390,0,0,0,0
"Maalämpö","Pietarsaari","2019",160683,90945,4106,5115,8848,436,7133,3836,2228,14906,13497,9525,108
"Maalämpö","Pihtipudas","2019",9183,8906,0,0,0,0,0,90,187,0,0,0,0
"Maalämpö","Pirkkala","2019",187537,85030,6783,6801,1138,2738,38,0,256,3489,42116,38542,606
"Maalämpö","Polvijärvi","2019",6247,5951,0,0,0,0,296,0,0,0,0,0,0
"Maalämpö","Pomarkku","2019",4048,3192,856,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Pori","2019",240894,134781,22460,5362,58260,177,170,3062,2178,0,7661,6783,0
"Maalämpö","Pornainen","2019",32979,25477,1477,0,0,0,0,1772,289,0,2023,1941,0
"Maalämpö","Porvoo","2019",153115,118090,587,416,794,274,159,5200,1592,9316,14995,1692,0
"Maalämpö","Posio","2019",7164,4385,0,0,2779,0,0,0,0,0,0,0,0
"Maalämpö","Pudasjärvi","2019",20212,10250,927,0,5507,539,0,0,2265,692,0,0,32
"Maalämpö","Pukkila","2019",4417,4417,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Punkalaidun","2019",2866,2866,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Puolanka","2019",3173,2904,0,0,0,0,269,0,0,0,0,0,0
"Maalämpö","Puumala","2019",6753,6025,558,0,0,0,0,0,0,0,50,120,0
"Maalämpö","Pyhtää","2019",20743,16762,564,0,980,0,0,0,2274,0,0,0,163
