"116g -- Rakennukset käyttötarkoituksen ja valmistumisvuoden mukaan, 2019"

"Valmistumisvuosi","Alue","Vuosi","Rakennuksen kerrosala (m2) Erilliset pientalot","Rakennuksen kerrosala (m2) Rivi- ja ketjutalot","Rakennuksen kerrosala (m2) Asuinkerrostalot","Rakennuksen kerrosala (m2) Liikerakennukset","Rakennuksen kerrosala (m2) Toimistorakennukset","Rakennuksen kerrosala (m2) Liikenteen rakennukset","Rakennuksen kerrosala (m2) Hoitoalan rakennukset","Rakennuksen kerrosala (m2) Kokoontumisrakennukset","Rakennuksen kerrosala (m2) Opetusrakennukset","Rakennuksen kerrosala (m2) Teollisuusrakennukset","Rakennuksen kerrosala (m2) Varastorakennukset","Rakennuksen kerrosala (m2) Muut rakennukset"
"2000 - 2009","Masku","2019",118391,8536,1370,10066,0,7057,308,3222,2520,6848,17568,74
"2000 - 2009","Merijärvi","2019",5030,372,0,0,0,955,0,1483,0,0,314,0
"2000 - 2009","Merikarvia","2019",14250,775,0,2394,0,749,0,341,0,7996,13377,0
"2000 - 2009","Miehikkälä","2019",7359,1073,0,304,212,688,0,56,0,3913,10996,0
"2000 - 2009","Mikkeli","2019",242291,29079,59859,53651,6745,11052,3866,12216,9521,36199,23964,1397
"2000 - 2009","Muhos","2019",88288,4545,2838,3280,0,2512,2545,231,2272,509,1574,107
"2000 - 2009","Multia","2019",4569,489,0,657,0,470,0,104,0,1664,3295,0
"2000 - 2009","Muonio","2019",8158,1615,0,9477,0,594,488,272,0,0,767,0
"2000 - 2009","Mustasaari","2019",124256,21741,23936,8998,125,20577,6918,1799,0,9614,6768,550
"2000 - 2009","Muurame","2019",92145,12806,8045,116,0,996,4713,272,11792,10063,3599,27
"2000 - 2009","Mynämäki","2019",38141,4437,2835,2832,40,1869,3834,88,30,11872,4810,0
"2000 - 2009","Myrskylä","2019",9241,1145,0,1095,290,1809,550,0,0,644,1767,1007
"2000 - 2009","Mäntsälä","2019",208436,20486,18556,16729,1969,12023,8631,2925,10381,13689,94923,1875
"2000 - 2009","Mänttä-Vilppula","2019",21889,2329,1804,7039,0,3499,1507,680,0,16127,6492,36
"2000 - 2009","Mäntyharju","2019",23887,3114,2406,5117,382,307,1412,0,0,13670,3948,189
"2000 - 2009","Naantali","2019",140875,19309,32421,12577,1073,4029,2121,4487,6878,25662,17707,520
"2000 - 2009","Nakkila","2019",21011,0,3119,41,1300,1847,1182,0,0,7488,1406,100
"2000 - 2009","Nivala","2019",58759,6542,8077,3690,2767,1440,4100,2648,9120,24660,6594,81
"2000 - 2009","Nokia","2019",222000,55688,72720,20468,329,11320,5771,315,3971,118528,16466,2886
"2000 - 2009","Nousiainen","2019",56037,1766,2989,0,0,1143,1102,290,6458,3588,3830,0
"2000 - 2009","Nurmes","2019",17902,580,2297,5185,0,5389,2667,2702,322,8239,4502,0
"2000 - 2009","Nurmijärvi","2019",349152,67534,51920,10218,1631,25063,7719,2972,8667,39977,27587,2685
"2000 - 2009","Närpiö","2019",32654,4066,5208,9516,436,5493,622,7734,0,13479,8469,2312
"2000 - 2009","Orimattila","2019",94193,11771,8755,8501,442,5288,1619,53,1547,29537,47416,283
"2000 - 2009","Oripää","2019",7754,1803,0,47,40,970,238,0,0,4212,3192,11190
"2000 - 2009","Orivesi","2019",48285,5740,6615,8634,0,1756,549,663,2807,2951,4790,298
"2000 - 2009","Oulainen","2019",44502,12081,2229,6279,421,2458,917,3803,0,4611,3061,42
"2000 - 2009","Oulu","2019",1028103,274172,787669,226271,94069,114571,63481,34416,115588,93606,89734,15289
"2000 - 2009","Outokumpu","2019",16648,0,1550,0,200,261,0,2677,0,2008,6637,25
"2000 - 2009","Padasjoki","2019",8257,447,1195,1838,66,419,474,136,350,1503,757,16
"2000 - 2009","Paimio","2019",70008,6427,10472,10242,1256,2914,0,7870,648,13850,1963,0
"2000 - 2009","Paltamo","2019",10104,0,0,637,245,1072,0,2523,0,492,4310,20
"2000 - 2009","Parainen","2019",108469,9812,2550,18697,705,19298,2254,3466,1605,21970,10327,429
"2000 - 2009","Parikkala","2019",15091,2315,0,2964,263,2677,0,2831,0,606,4179,0
"2000 - 2009","Parkano","2019",21095,529,2752,8716,0,4087,727,384,0,13833,17702,1545
"2000 - 2009","Pedersören kunta","2019",75461,7493,0,1012,654,13491,1100,645,0,39729,21997,398
"2000 - 2009","Pelkosenniemi","2019",2561,871,0,5710,0,206,459,0,0,1484,21,25
"2000 - 2009","Pello","2019",4555,0,0,2665,0,1025,0,18,0,1674,1531,55
"2000 - 2009","Perho","2019",11002,565,0,1762,0,55,0,370,15,8630,2437,0
"2000 - 2009","Pertunmaa","2019",8424,508,0,6040,279,1703,48,0,2193,891,248,120
"2000 - 2009","Petäjävesi","2019",28541,2222,0,87,0,405,474,77,2776,2676,1005,0
"2000 - 2009","Pieksämäki","2019",40057,4078,4875,9104,1081,1998,6039,4154,102,28241,3831,193
"2000 - 2009","Pielavesi","2019",14489,1168,873,112,118,1429,829,47,840,54,373,26
"2000 - 2009","Pietarsaari","2019",67588,8194,15794,12782,10363,11088,1435,2224,1038,90875,18231,191
"2000 - 2009","Pihtipudas","2019",14945,1278,0,348,149,1048,592,916,0,3446,4771,0
"2000 - 2009","Pirkkala","2019",121833,50261,70236,64250,8310,10065,8706,7450,0,53419,8107,1558
"2000 - 2009","Polvijärvi","2019",18512,575,0,892,18,3130,713,97,0,13260,1258,170
"2000 - 2009","Pomarkku","2019",9872,802,0,0,0,350,0,0,0,7354,2749,0
"2000 - 2009","Pori","2019",341764,42923,138802,136211,112479,37329,15346,2804,2482,98102,125601,18691
"2000 - 2009","Pornainen","2019",72543,3339,0,2769,0,4136,1874,1702,4749,1793,1433,50
"2000 - 2009","Porvoo","2019",299042,37195,69328,63531,5105,16695,9721,7924,11852,56686,36046,4388
"2000 - 2009","Posio","2019",7282,375,0,947,0,207,0,3018,0,720,9845,0
"2000 - 2009","Pudasjärvi","2019",26967,2023,2574,7861,61,4285,0,1687,41,8437,7122,262
"2000 - 2009","Pukkila","2019",15968,596,0,806,332,442,3867,721,0,198,1322,212
"2000 - 2009","Punkalaidun","2019",5892,460,0,1027,0,340,1321,132,30,1086,768,0
"2000 - 2009","Puolanka","2019",5621,0,2360,2137,0,977,0,79,3042,1593,439,0
"2000 - 2009","Puumala","2019",13119,376,0,2423,0,365,0,2069,0,307,1628,0
"2000 - 2009","Pyhtää","2019",33792,4081,0,2674,0,12094,275,1635,9870,1792,2620,0
"2000 - 2009","Pyhäjoki","2019",16382,845,456,0,224,161,0,3449,0,859,1192,78
"2000 - 2009","Pyhäjärvi","2019",19435,1550,850,2739,93,1239,1711,2286,598,6080,6544,41
"2000 - 2009","Pyhäntä","2019",6215,914,0,0,0,0,0,0,0,6077,4296,112
"2000 - 2009","Pyhäranta","2019",13323,555,0,52,61,1297,0,437,0,2920,120,0
"2000 - 2009","Pälkäne","2019",49552,4784,3024,10082,0,259,1302,2186,202,11927,3381,0
"2000 - 2009","Pöytyä","2019",51762,8061,0,3455,805,2355,3197,3450,2224,15969,12287,336
"2000 - 2009","Raahe","2019",105421,18904,31271,40979,17230,10945,3117,4578,5006,33363,21326,1051
"2000 - 2009","Raasepori","2019",160190,8881,25750,33702,143,11779,6994,5897,1448,33101,16920,1614
"2000 - 2009","Raisio","2019",108445,38173,48913,204772,7913,8643,0,3218,5665,23600,47984,47
"2000 - 2009","Rantasalmi","2019",13015,851,0,2949,266,307,833,3614,0,2693,800,0
"2000 - 2009","Ranua","2019",9829,1487,531,1465,0,1820,368,140,77,3266,190,0
"2000 - 2009","Rauma","2019",144849,23365,43206,31717,4653,28402,1500,13555,114,44493,46093,189
"2000 - 2009","Rautalampi","2019",11988,283,0,556,0,1867,0,0,0,2861,614,39
"2000 - 2009","Rautavaara","2019",2873,0,0,734,0,131,0,1329,0,1376,216,611
"2000 - 2009","Rautjärvi","2019",4738,448,0,882,30,1107,362,0,0,8523,2101,194
"2000 - 2009","Reisjärvi","2019",11888,1032,0,81,0,0,0,413,0,2021,1044,0
"2000 - 2009","Riihimäki","2019",148453,37873,46059,63769,3151,3649,15803,5270,3887,70370,14851,101
"2000 - 2009","Ristijärvi","2019",6988,776,0,1260,0,320,0,946,201,389,77,83
"2000 - 2009","Rovaniemi","2019",303166,40296,117312,82042,7481,24646,8952,14917,25384,30741,71126,3789
"2000 - 2009","Ruokolahti","2019",25559,5560,1789,2760,299,1192,979,745,0,13017,849,0
"2000 - 2009","Ruovesi","2019",27726,3336,2255,725,0,1731,4019,206,6304,6667,3118,735
"2000 - 2009","Rusko","2019",54325,3463,0,4477,940,4237,988,0,2467,23780,7976,384
"2000 - 2009","Rääkkylä","2019",8817,0,0,1582,0,39,0,94,0,5437,0,0
"2000 - 2009","Saarijärvi","2019",37433,2818,4134,8120,0,3361,0,2484,0,8813,6299,178
"2000 - 2009","Salla","2019",4287,0,0,7831,0,314,0,895,319,742,368,0
"2000 - 2009","Salo","2019",342137,66463,57724,66117,47176,23662,15816,8570,28961,40447,45417,3504
"2000 - 2009","Saltvik","2019",11536,995,0,838,0,1938,584,0,2070,94,1101,0
"2000 - 2009","Sastamala","2019",105789,11191,15497,12488,139,6697,3173,1815,2346,21363,7945,697
"2000 - 2009","Sauvo","2019",24720,2295,0,749,133,1626,2244,1143,0,5856,239,54
"2000 - 2009","Savitaipale","2019",16856,4257,1630,3377,0,2959,0,3014,0,5653,2808,0
"2000 - 2009","Savonlinna","2019",114903,6446,29808,20541,3945,11555,3934,415,4246,68485,11755,140
"2000 - 2009","Savukoski","2019",755,0,0,299,0,42,597,0,0,212,1498,0
"2000 - 2009","Seinäjoki","2019",386014,133497,125614,60140,30013,13987,10744,37802,45553,113357,80191,7217
"2000 - 2009","Sievi","2019",37720,7351,0,2215,92,5179,597,2743,512,5353,6132,0
"2000 - 2009","Siikainen","2019",6324,256,0,239,0,2206,811,330,0,833,3309,0
"2000 - 2009","Siikajoki","2019",27805,897,0,654,2133,30,450,0,401,580,1795,672
"2000 - 2009","Siikalatva","2019",25764,1421,0,649,531,1779,442,1946,361,8417,5772,0
"2000 - 2009","Siilinjärvi","2019",108712,21313,24035,10286,104,10789,2251,9227,599,15646,8927,638
"2000 - 2009","Simo","2019",15843,0,0,3145,76,640,505,0,0,72,1909,100
"2000 - 2009","Sipoo","2019",166209,10980,11667,9232,148,7919,3510,13998,29569,16251,5024,3149
"2000 - 2009","Siuntio","2019",91014,4159,1833,1749,0,5718,956,517,0,1304,1001,0
"2000 - 2009","Sodankylä","2019",20055,1389,0,17206,1691,1855,2179,2596,0,5353,2429,1804
"2000 - 2009","Soini","2019",10766,1340,0,266,0,1156,452,0,298,19588,3510,43
"2000 - 2009","Somero","2019",43651,3426,1684,2979,540,6541,1958,1714,0,7118,15301,0
"2000 - 2009","Sonkajärvi","2019",14038,789,0,498,25,99,0,2932,7374,188,5944,0
"2000 - 2009","Sotkamo","2019",56386,11898,10054,52538,8582,4222,778,7101,0,39756,12089,532
"2000 - 2009","Sottunga","2019",388,282,0,154,0,716,0,0,0,8,16,0
"2000 - 2009","Sulkava","2019",8393,0,0,1191,0,12,0,741,0,2985,1544,31
"2000 - 2009","Sund","2019",3679,0,0,0,0,0,0,0,0,0,0,0
"2000 - 2009","Suomussalmi","2019",20404,0,2833,8042,257,1389,0,2464,462,747,4761,35
"2000 - 2009","Suonenjoki","2019",20277,885,9873,336,350,489,342,2454,93,8472,10886,1755
"2000 - 2009","Sysmä","2019",14252,3544,0,3527,0,340,0,2662,0,849,882,58
"2000 - 2009","Säkylä","2019",28363,5908,2681,1611,0,6406,950,302,0,8927,20171,160
"2000 - 2009","Taipalsaari","2019",43319,6177,0,283,0,1308,1055,777,6635,582,1301,61
"2000 - 2009","Taivalkoski","2019",9417,1072,0,655,231,1459,0,484,6258,944,196,0
"2000 - 2009","Taivassalo","2019",9050,552,0,1307,0,838,598,375,0,1088,6571,0
"2000 - 2009","Tammela","2019",44663,4267,2664,4311,0,4624,599,623,2316,15745,11000,161
"2000 - 2009","Tampere","2019",330413,201999,1054610,142015,131777,119179,22879,83120,121583,130406,88979,2284
"2000 - 2009","Tervo","2019",5298,490,0,1703,0,35,430,794,0,570,0,30
"2000 - 2009","Tervola","2019",12399,333,0,476,25,1392,713,0,0,2417,4706,88
"2000 - 2009","Teuva","2019",14671,3187,0,1766,597,585,0,0,0,12711,4301,465
"2000 - 2009","Tohmajärvi","2019",12110,0,0,76,217,2758,0,258,0,1076,1412,549
"2000 - 2009","Toholampi","2019",17039,609,0,2324,844,562,66,243,0,2881,3715,68
"2000 - 2009","Toivakka","2019",18464,1236,0,423,0,880,562,32,220,2049,1212,843
"2000 - 2009","Tornio","2019",125441,12956,18174,75160,2072,18070,0,841,12996,46707,16336,1615
"2000 - 2009","Turku","2019",282561,142963,377151,106280,76990,109189,151041,28618,78102,111192,181108,2682
"2000 - 2009","Tuusniemi","2019",10141,406,0,149,0,2085,0,0,0,2133,1323,0
"2000 - 2009","Tuusula","2019",322566,57999,60148,57695,20355,5251,10163,7546,4973,108582,131639,318
"2000 - 2009","Tyrnävä","2019",76836,7272,2762,2210,237,1405,3715,414,136,1341,1152,1152
"2000 - 2009","Ulvila","2019",55306,7941,3248,8074,778,1399,0,492,0,19055,2876,855
"2000 - 2009","Urjala","2019",23144,2219,1140,3465,166,815,2647,996,0,9884,6646,116
"2000 - 2009","Utajärvi","2019",10650,1074,0,0,0,346,0,60,3268,579,1503,0
"2000 - 2009","Utsjoki","2019",5887,540,0,1780,0,45,595,0,0,876,214,139
"2000 - 2009","Uurainen","2019",29675,1016,272,297,0,184,0,203,0,2183,777,56
"2000 - 2009","Uusikaarlepyy","2019",36075,1786,3434,922,145,1399,0,2998,0,16273,25289,394
"2000 - 2009","Uusikaupunki","2019",46369,1279,5707,7045,1935,2672,0,11242,1915,30676,28749,0
"2000 - 2009","Vaala","2019",10688,0,0,126,1581,3659,0,16,147,624,199,458
"2000 - 2009","Vaasa","2019",264186,65921,118762,100639,56931,34054,5175,8073,5892,79568,56739,3110
"2000 - 2009","Valkeakoski","2019",64696,2175,18164,3485,1317,5220,1136,591,11555,50466,6345,498
"2000 - 2009","Vantaa","2019",753069,230833,689160,360743,231487,212098,47555,19948,90070,90934,439792,10644
"2000 - 2009","Varkaus","2019",61698,2284,11374,20217,30399,12800,864,4945,4538,31683,5896,84
"2000 - 2009","Vehmaa","2019",8931,379,0,1224,0,21,1830,170,0,2381,2305,31
"2000 - 2009","Vesanto","2019",5476,0,0,425,0,442,0,360,0,846,572,83
"2000 - 2009","Vesilahti","2019",62428,2899,0,1044,0,770,494,555,1342,1868,622,428
"2000 - 2009","Veteli","2019",16989,923,0,1589,150,1739,750,567,0,13122,3872,40
"2000 - 2009","Vieremä","2019",14615,3161,0,0,0,949,635,1176,0,20498,1498,0
"2000 - 2009","Vihti","2019",255488,40912,43814,35633,3830,4173,5128,6881,28318,16001,13465,271
"2000 - 2009","Viitasaari","2019",22271,1211,3987,12132,54,4602,275,8268,0,11657,10013,81
"2000 - 2009","Vimpeli","2019",14608,657,0,2310,778,0,1263,60,86,13877,2338,394
"2000 - 2009","Virolahti","2019",12339,1677,0,699,108,2082,0,224,0,1676,3652,2437
"2000 - 2009","Virrat","2019",27020,1401,2637,3422,2821,518,321,2443,4729,5008,7036,0
"2000 - 2009","Vårdö","2019",2638,610,0,24,0,1203,0,36,0,0,400,258
"2000 - 2009","Vöyri","2019",27578,1203,0,2448,186,5871,0,3429,194,9732,13963,615
"2000 - 2009","Ylitornio","2019",12141,578,0,4580,0,912,0,3208,0,1284,1292,0
"2000 - 2009","Ylivieska","2019",89456,23309,9389,52277,6302,2834,2367,2147,2393,19259,12679,4568
"2000 - 2009","Ylöjärvi","2019",283779,49588,38019,59848,4343,5571,9653,11035,9447,77229,26034,90
"2000 - 2009","Ypäjä","2019",9230,1718,0,1894,0,42,0,0,0,755,3332,1486
"2000 - 2009","Ähtäri","2019",23822,6208,599,4917,86,2727,288,0,0,5928,5948,199
"2000 - 2009","Äänekoski","2019",97187,6878,12367,22471,231,1659,5493,736,0,36660,5650,294
"2010 -","Akaa","2019",56457,4458,1494,1926,222,1177,7027,219,1092,14418,9137,1834
"2010 -","Alajärvi","2019",35362,5793,2263,2003,921,2078,1671,11522,252,4127,4772,0
"2010 -","Alavieska","2019",7314,808,547,0,0,1622,2255,188,0,1074,2248,0
"2010 -","Alavus","2019",34595,6526,3920,16733,499,3099,10175,2365,495,10648,14245,1649
"2010 -","Asikkala","2019",28093,756,5050,8194,215,1951,830,616,0,3662,13686,80
"2010 -","Askola","2019",22002,5496,625,1489,0,57,1162,1870,357,2247,4690,834
"2010 -","Aura","2019",22059,3724,757,2133,0,52,3015,1523,112,4474,1926,199
"2010 -","Brändö","2019",2964,178,0,87,0,278,0,157,0,83,0,0
"2010 -","Eckerö","2019",9090,435,210,1134,0,2676,0,932,0,14809,1930,88
"2010 -","Enonkoski","2019",4138,0,0,832,0,158,0,0,0,0,349,0
"2010 -","Enontekiö","2019",6777,626,0,1098,298,387,1003,0,0,130,0,114
"2010 -","Espoo","2019",823345,210907,1554087,297278,195373,348850,114844,45187,178667,70715,106039,8109
"2010 -","Eura","2019",26671,3461,4156,4298,1952,498,3533,2524,0,20206,14397,832
"2010 -","Eurajoki","2019",42814,5779,2750,4357,805,230,1121,1613,346,144925,12817,3848
"2010 -","Evijärvi","2019",10818,961,459,1497,0,1315,0,0,266,4765,1123,0
"2010 -","Finström","2019",14641,2267,0,4110,0,1220,1651,90,3606,1290,160,0
"2010 -","Forssa","2019",19724,504,16685,25339,944,255,0,96,1499,18050,15678,0
"2010 -","Föglö","2019",2935,0,0,41,0,0,0,0,0,0,606,0
"2010 -","Geta","2019",3766,0,0,0,0,329,0,0,0,0,0,0
"2010 -","Haapajärvi","2019",17913,3770,1118,6425,703,1496,4266,1375,160,7764,1203,692
"2010 -","Haapavesi","2019",26857,1469,3015,5029,0,2184,3362,3557,0,11505,4448,0
"2010 -","Hailuoto","2019",8203,198,0,4436,0,1115,0,23,1446,221,83,144
"2010 -","Halsua","2019",3748,1418,0,1283,274,267,0,0,3321,3167,1466,0
"2010 -","Hamina","2019",41358,4246,13995,18999,272,1575,5184,1074,13540,69349,9164,238
"2010 -","Hammarland","2019",9662,2320,440,49,0,2125,607,85,0,0,1620,160
"2010 -","Hankasalmi","2019",11298,0,0,3344,0,0,0,502,0,5091,1164,221
"2010 -","Hanko","2019",14825,1566,9643,7060,0,606,1394,223,0,8043,4192,0
"2010 -","Harjavalta","2019",13034,1208,3380,5473,1013,939,3237,5783,0,16921,13345,128
"2010 -","Hartola","2019",5693,0,0,197,0,656,716,173,0,441,586,0
"2010 -","Hattula","2019",41909,7703,6283,7270,460,373,0,1879,0,9323,3178,411
"2010 -","Hausjärvi","2019",22029,1965,0,88,199,98,300,0,5148,15986,6788,36
"2010 -","Heinola","2019",34088,8013,13372,41052,708,1347,377,0,0,13930,17843,3153
"2010 -","Heinävesi","2019",7044,0,0,301,0,311,2101,12,3360,2166,2112,8
"2010 -","Helsinki","2019",405653,202647,2567240,282418,365894,522766,187611,108926,138184,59301,102389,7640
"2010 -","Hirvensalmi","2019",10182,0,0,359,0,487,0,215,0,2714,405,242
"2010 -","Hollola","2019",100437,7922,29602,16926,1088,3814,6249,3555,35071,25472,7339,3044
"2010 -","Honkajoki","2019",4005,667,0,0,54,1260,1509,119,0,6095,5212,0
"2010 -","Huittinen","2019",26810,7082,9664,17008,0,3524,2266,6037,2232,19528,11403,317
"2010 -","Humppila","2019",3630,413,0,0,0,0,2889,160,0,974,2045,0
"2010 -","Hyrynsalmi","2019",2505,1948,1175,2718,0,196,72,473,2806,474,849,41
"2010 -","Hyvinkää","2019",125187,32179,123794,58171,9348,15692,9200,1540,0,11214,66733,209
"2010 -","Hämeenkyrö","2019",50293,2814,9892,5663,0,220,3756,164,12831,8079,4022,405
"2010 -","Hämeenlinna","2019",187401,65901,135894,77729,17313,19064,21595,7053,13632,62841,77081,6585
"2010 -","Ii","2019",55896,1371,5015,1436,60,3094,3950,4134,4900,3542,1746,0
"2010 -","Iisalmi","2019",47291,2257,20986,39454,389,4286,9864,300,3033,7405,26167,0
"2010 -","Iitti","2019",21634,2528,1140,3217,0,1019,723,10212,0,406,1686,59
"2010 -","Ikaalinen","2019",27934,337,1630,8638,0,1844,1677,637,4565,3319,747,1760
"2010 -","Ilmajoki","2019",69434,19353,809,6633,878,5504,3822,5305,324,8588,11187,116
"2010 -","Ilomantsi","2019",5352,618,1178,0,481,2484,2737,68,0,2712,764,0
"2010 -","Imatra","2019",38635,5861,24781,70270,239,3882,4204,21909,5419,19433,27148,194
"2010 -","Inari","2019",29044,7696,8005,18880,498,14593,0,1024,1214,21600,3901,0
"2010 -","Inkoo","2019",35038,0,2244,368,0,1712,317,4013,0,2374,13088,0
"2010 -","Isojoki","2019",3964,977,0,0,310,0,838,371,0,1162,3300,0
"2010 -","Isokyrö","2019",15553,596,0,807,0,419,719,186,0,1397,2102,0
"2010 -","Janakkala","2019",61026,9732,1844,2580,150,575,12157,3223,0,11612,5606,2796
"2010 -","Joensuu","2019",241759,55505,335153,99133,27840,12234,41456,17315,39667,79661,36864,488
"2010 -","Jokioinen","2019",8258,2076,0,0,227,1392,1053,0,0,7339,2083,0
"2010 -","Jomala","2019",85968,11395,14358,26590,689,1968,5720,408,379,5148,8574,1388
"2010 -","Joroinen","2019",6632,0,2857,6440,577,2082,1973,216,0,1928,2478,0
"2010 -","Joutsa","2019",12781,1456,2050,6952,0,0,3576,118,3087,5718,1403,0
"2010 -","Juuka","2019",5874,0,0,580,0,1080,1175,521,0,4910,1138,0
"2010 -","Juupajoki","2019",7288,0,0,0,0,300,0,216,15,9726,7619,0
"2010 -","Juva","2019",17835,879,1442,5459,40,1152,261,0,1157,1242,1623,20
"2010 -","Jyväskylä","2019",339973,103182,646968,204571,25843,53547,38227,34852,73302,104465,63930,9872
"2010 -","Jämijärvi","2019",3975,570,0,958,0,165,0,143,0,0,704,195
"2010 -","Jämsä","2019",34839,1957,12436,26220,2157,1140,7873,2057,6998,7725,10035,74
"2010 -","Järvenpää","2019",118316,72895,193483,15241,835,16912,27529,19136,21849,46889,79324,2563
"2010 -","Kaarina","2019",147112,56040,67272,29921,1171,11748,21678,6450,9209,41036,35903,1100
"2010 -","Kaavi","2019",8634,229,0,291,0,0,0,20,0,0,0,0
"2010 -","Kajaani","2019",73401,6732,19532,13039,549,8536,54943,9026,15319,18193,9673,85
"2010 -","Kalajoki","2019",62856,7688,7785,41713,1143,1967,3503,3165,1834,19342,30213,2136
"2010 -","Kangasala","2019",140853,39413,83300,6173,738,5198,13301,4705,15185,43690,15954,4315
"2010 -","Kangasniemi","2019",20260,2340,1252,2178,19,1588,1862,0,5765,3103,4524,0
"2010 -","Kankaanpää","2019",32633,4746,3299,13655,0,4860,9098,1218,0,8068,14115,0
"2010 -","Kannonkoski","2019",3453,0,0,150,0,236,946,2156,3464,1968,0,0
"2010 -","Kannus","2019",19974,3548,3409,0,0,1256,344,1009,998,3700,4192,0
"2010 -","Karijoki","2019",3806,577,0,606,0,0,0,0,0,833,4602,0
"2010 -","Karkkila","2019",21149,3083,3133,3106,0,20,75,651,0,6459,3868,0
"2010 -","Karstula","2019",13406,991,1518,3724,0,823,0,3236,87,3192,2269,86
"2010 -","Karvia","2019",6572,1618,1030,230,196,798,827,455,0,1089,1012,0
"2010 -","Kaskinen","2019",1041,0,0,0,0,0,0,0,0,367,2487,0
"2010 -","Kauhajoki","2019",47963,11590,1229,12364,88,5916,4237,3296,2804,12028,19269,157
"2010 -","Kauhava","2019",57204,9948,6219,21109,4752,3014,5707,6615,3641,28312,15503,2553
"2010 -","Kauniainen","2019",40148,1458,58911,2838,0,2006,1540,7354,0,0,59,0
"2010 -","Kaustinen","2019",21655,2448,2218,413,918,20,1801,269,2979,6808,6526,0
"2010 -","Keitele","2019",4119,1388,0,124,0,118,75,0,0,621,6618,0
"2010 -","Kemi","2019",27915,2404,9595,16000,1181,7518,6358,12373,0,4683,14496,3529
"2010 -","Kemijärvi","2019",6578,0,642,3007,26,657,5314,75,0,3597,6070,0
"2010 -","Keminmaa","2019",27277,1330,0,4650,630,3503,2369,246,0,7389,19803,0
"2010 -","Kemiönsaari","2019",26878,5820,0,8080,85,1823,0,31,328,2591,8667,1023
"2010 -","Kempele","2019",126529,39542,29815,6831,6146,3553,8303,20452,2415,18837,21242,482
"2010 -","Kerava","2019",51115,15775,185059,18709,10826,11039,4641,2553,5190,35125,75442,1225
"2010 -","Keuruu","2019",24004,1226,6104,18149,33,1056,6169,3714,1147,7347,11207,423
"2010 -","Kihniö","2019",3497,0,0,1528,0,0,0,0,0,1840,1787,0
"2010 -","Kinnula","2019",3934,0,0,724,0,184,0,0,0,1330,582,0
"2010 -","Kirkkonummi","2019",197876,38386,135413,13393,8025,24791,12029,1104,11947,18407,41887,1758
"2010 -","Kitee","2019",16714,0,4436,5502,2978,1865,598,2510,0,7247,5690,63
"2010 -","Kittilä","2019",34960,4832,4798,24083,3951,6393,1280,1916,862,12616,6104,1091
"2010 -","Kiuruvesi","2019",11175,230,1042,4558,66,0,628,79,630,2338,3011,0
"2010 -","Kivijärvi","2019",1844,0,0,89,167,0,0,0,0,713,600,0
"2010 -","Kokemäki","2019",14466,765,0,1423,0,2819,1122,1852,1403,7693,6025,1634
"2010 -","Kokkola","2019",204629,26888,67646,78168,9744,5487,12415,8535,22897,47304,48860,156
"2010 -","Kolari","2019",17535,901,392,8821,0,1624,1287,2286,1132,299,1429,176
"2010 -","Konnevesi","2019",9273,1634,0,3202,0,1701,0,89,0,776,504,0
"2010 -","Kontiolahti","2019",103326,20034,6561,7051,3219,127,4894,1205,6433,9846,1482,172
"2010 -","Korsnäs","2019",9857,523,0,288,0,285,237,1244,0,2007,275,0
"2010 -","Koski Tl","2019",5803,1765,0,3859,812,421,0,0,0,3612,3992,33
"2010 -","Kotka","2019",69652,5807,60498,43157,9730,16264,7275,419,17262,34193,75035,1190
"2010 -","Kouvola","2019",146398,17880,34564,91664,4492,67430,25352,2662,24942,19582,66214,2447
"2010 -","Kristiinankaupunki","2019",16817,3330,0,1013,0,749,1528,1786,0,5918,6629,288
"2010 -","Kruunupyy","2019",33721,2531,844,1465,0,7434,1587,1522,351,1192,10495,0
"2010 -","Kuhmo","2019",9928,417,1492,19,0,993,0,160,5312,2418,6666,0
"2010 -","Kuhmoinen","2019",6201,0,716,493,0,312,489,0,0,532,3033,0
"2010 -","Kumlinge","2019",1770,306,0,0,0,68,0,0,0,0,0,0
"2010 -","Kuopio","2019",353004,130954,451400,136941,71440,55983,52080,12403,34804,53193,32637,995
"2010 -","Kuortane","2019",12500,957,1149,6159,0,2561,926,10882,0,3970,2259,0
"2010 -","Kurikka","2019",44967,8355,6559,7930,566,5267,4441,943,12966,16064,16251,3420
"2010 -","Kustavi","2019",7503,1371,0,201,0,606,250,0,0,4027,939,102
"2010 -","Kuusamo","2019",42431,8872,20820,49851,567,3965,6384,515,0,16249,5591,827
"2010 -","Kyyjärvi","2019",4205,0,0,0,0,324,66,61,0,2464,1733,0
"2010 -","Kärkölä","2019",8722,964,0,0,0,1169,0,0,0,4697,1352,0
"2010 -","Kärsämäki","2019",6082,576,0,2789,0,1005,2654,0,0,2437,2209,1069
"2010 -","Kökar","2019",818,457,0,181,0,49,705,127,0,502,0,0
"2010 -","Lahti","2019",255991,66557,329006,111070,21841,36915,23381,46446,27036,45551,45887,6949
"2010 -","Laihia","2019",46576,4999,10965,0,425,575,4873,5721,2303,1205,3077,0
"2010 -","Laitila","2019",24404,2174,6790,6740,0,3596,5337,2559,2775,10987,16951,147
