"116g -- Rakennukset käyttötarkoituksen ja valmistumisvuoden mukaan, 2019"

"Valmistumisvuosi","Alue","Vuosi","Rakennuksen kerrosala (m2) Erilliset pientalot","Rakennuksen kerrosala (m2) Rivi- ja ketjutalot","Rakennuksen kerrosala (m2) Asuinkerrostalot","Rakennuksen kerrosala (m2) Liikerakennukset","Rakennuksen kerrosala (m2) Toimistorakennukset","Rakennuksen kerrosala (m2) Liikenteen rakennukset","Rakennuksen kerrosala (m2) Hoitoalan rakennukset","Rakennuksen kerrosala (m2) Kokoontumisrakennukset","Rakennuksen kerrosala (m2) Opetusrakennukset","Rakennuksen kerrosala (m2) Teollisuusrakennukset","Rakennuksen kerrosala (m2) Varastorakennukset","Rakennuksen kerrosala (m2) Muut rakennukset"
"1940 - 1959","Taipalsaari","2019",18987,0,431,2058,492,0,0,278,0,806,270,85
"1940 - 1959","Taivalkoski","2019",28555,205,1957,5392,1267,195,0,155,4854,459,0,143
"1940 - 1959","Taivassalo","2019",13908,0,1486,635,1340,468,0,0,690,123,430,137
"1940 - 1959","Tammela","2019",54918,0,330,2537,1236,174,2240,1481,5006,1928,0,284
"1940 - 1959","Tampere","2019",387421,19159,855576,49447,163687,11207,25038,16622,107123,78719,9397,1303
"1940 - 1959","Tervo","2019",24915,0,284,1291,337,0,0,366,630,75,0,0
"1940 - 1959","Tervola","2019",38893,308,911,1447,0,581,5327,304,3832,646,336,0
"1940 - 1959","Teuva","2019",62196,290,0,3258,170,1205,4821,5469,3055,1798,888,134
"1940 - 1959","Tohmajärvi","2019",72935,1561,2229,3808,2494,676,1913,1787,5464,12174,151,317
"1940 - 1959","Toholampi","2019",27819,0,515,3429,20,0,1602,778,875,2057,0,0
"1940 - 1959","Toivakka","2019",22855,0,0,2939,16,480,0,198,223,332,0,357
"1940 - 1959","Tornio","2019",110719,268,15153,13751,2248,1470,2606,2284,19300,2126,416,604
"1940 - 1959","Turku","2019",480961,34942,712640,56582,84174,25052,30985,27662,127652,130347,28827,410
"1940 - 1959","Tuusniemi","2019",33416,0,1738,1424,175,52,365,730,1675,4199,0,0
"1940 - 1959","Tuusula","2019",152121,1873,12710,7749,1713,3495,11087,772,23700,27140,2419,2477
"1940 - 1959","Tyrnävä","2019",17365,0,322,570,148,459,349,679,4324,0,0,782
"1940 - 1959","Ulvila","2019",91702,595,4472,1813,760,571,5044,876,9227,27527,2557,2208
"1940 - 1959","Urjala","2019",72432,524,1736,3112,2458,994,2019,826,3495,11188,207,1020
"1940 - 1959","Utajärvi","2019",26858,1572,1818,1667,1884,692,988,523,3778,300,367,1294
"1940 - 1959","Utsjoki","2019",6183,1865,220,2012,0,336,0,200,1974,0,140,261
"1940 - 1959","Uurainen","2019",25186,0,339,1391,0,105,0,0,6512,1478,0,140
"1940 - 1959","Uusikaarlepyy","2019",47388,400,3002,2338,0,1277,325,217,6956,6557,0,570
"1940 - 1959","Uusikaupunki","2019",73072,148,10334,6414,0,1365,3035,3431,10898,1690,1595,899
"1940 - 1959","Vaala","2019",39224,1596,2280,3624,3994,648,336,1914,6658,764,690,726
"1940 - 1959","Vaasa","2019",198071,11957,220169,41665,21104,18098,19625,13043,54593,202774,23054,547
"1940 - 1959","Valkeakoski","2019",187381,2733,51248,24290,3100,1031,1050,6356,15513,69353,5410,3255
"1940 - 1959","Vantaa","2019",364962,4069,35322,13678,9945,1322,13420,6322,45559,58550,3689,636
"1940 - 1959","Varkaus","2019",138794,2251,64874,5387,11717,786,5706,7340,11426,9424,942,3599
"1940 - 1959","Vehmaa","2019",27652,0,1550,705,1403,0,0,470,450,378,0,659
"1940 - 1959","Vesanto","2019",37661,0,1465,2195,720,343,2117,2057,1631,80,325,0
"1940 - 1959","Vesilahti","2019",28495,0,488,131,0,55,1288,1106,1050,720,0,920
"1940 - 1959","Veteli","2019",32862,387,364,1066,1249,480,0,189,3045,1585,60,195
"1940 - 1959","Vieremä","2019",50224,0,0,0,50,0,0,145,5306,0,0,156
"1940 - 1959","Vihti","2019",114640,465,2124,5428,1265,3042,2823,1616,11461,2239,450,438
"1940 - 1959","Viitasaari","2019",77237,532,1675,3212,105,1229,2197,1503,4143,567,475,0
"1940 - 1959","Vimpeli","2019",34186,300,1304,1227,187,400,3568,226,5420,0,0,115
"1940 - 1959","Virolahti","2019",41156,0,1190,3571,2917,269,924,1848,3825,3400,452,128
"1940 - 1959","Virrat","2019",75844,0,2736,16102,1203,165,370,5497,9300,938,698,2470
"1940 - 1959","Vårdö","2019",2192,0,287,400,0,0,0,0,1163,0,0,0
"1940 - 1959","Vöyri","2019",50472,0,163,4071,2908,468,1718,2385,1101,21424,320,120
"1940 - 1959","Ylitornio","2019",56767,950,1923,2470,2096,409,369,1364,3537,276,112,0
"1940 - 1959","Ylivieska","2019",67349,587,1743,4224,2799,904,3753,373,17499,1574,1703,75
"1940 - 1959","Ylöjärvi","2019",128479,758,3215,4262,1093,359,2809,2221,15766,4148,1414,30
"1940 - 1959","Ypäjä","2019",35610,0,429,1699,1050,216,667,0,1159,1205,0,46
"1940 - 1959","Ähtäri","2019",54221,490,1865,1109,3458,1371,2050,551,1838,2296,384,195
"1940 - 1959","Äänekoski","2019",128903,1941,15557,4886,2594,988,10187,2693,13078,31943,250,1153
"1960 - 1969","Akaa","2019",41365,4935,30729,11108,8953,2138,3707,1557,5220,33648,4640,7494
"1960 - 1969","Alajärvi","2019",66940,2499,1834,5734,7084,1806,899,2736,7613,12884,3424,522
"1960 - 1969","Alavieska","2019",11633,1955,650,282,374,715,545,86,6258,2974,0,0
"1960 - 1969","Alavus","2019",51633,2302,3520,6258,5624,1438,2108,1693,10757,1890,1029,0
"1960 - 1969","Asikkala","2019",34733,1270,6104,1771,68,1372,673,120,1525,1401,0,306
"1960 - 1969","Askola","2019",12785,800,1219,3531,850,1300,495,100,600,1000,895,64
"1960 - 1969","Aura","2019",6300,593,0,0,0,1560,0,456,0,2449,0,2465
"1960 - 1969","Brändö","2019",4096,409,0,184,150,0,0,0,0,0,0,0
"1960 - 1969","Eckerö","2019",2589,65,0,1167,0,0,280,0,716,0,0,0
"1960 - 1969","Enonkoski","2019",4932,311,0,275,577,0,0,0,1180,550,0,0
"1960 - 1969","Enontekiö","2019",9831,1411,0,4879,152,1129,224,0,0,0,122,0
"1960 - 1969","Espoo","2019",280855,175811,737102,41157,28595,13373,24590,50704,220554,95477,120039,7357
"1960 - 1969","Eura","2019",64212,5614,1637,11313,5597,2935,946,777,5225,4866,883,0
"1960 - 1969","Eurajoki","2019",32546,690,382,205,1899,2998,275,2843,0,5173,1350,260
"1960 - 1969","Evijärvi","2019",15837,698,908,668,0,510,851,1920,854,0,386,0
"1960 - 1969","Finström","2019",8639,0,1870,2221,0,50,226,1216,1158,785,0,0
"1960 - 1969","Forssa","2019",51455,2991,57379,22548,6067,4932,955,6673,9666,30361,967,522
"1960 - 1969","Föglö","2019",3102,0,0,52,9,0,0,0,0,11,0,0
"1960 - 1969","Geta","2019",2073,0,0,0,0,0,0,0,2161,0,0,0
"1960 - 1969","Haapajärvi","2019",42679,6551,3822,7099,100,1385,230,2922,8088,6307,36,0
"1960 - 1969","Haapavesi","2019",30541,1687,2371,3557,0,2162,702,699,25111,10186,229,190
"1960 - 1969","Hailuoto","2019",1802,0,0,740,0,398,0,0,1018,51,0,119
"1960 - 1969","Halsua","2019",6868,185,0,190,1217,0,0,500,0,0,0,144
"1960 - 1969","Hamina","2019",102666,5949,46188,8094,13775,4355,5898,2519,3409,4571,33422,386
"1960 - 1969","Hammarland","2019",8090,860,0,96,0,91,0,0,0,2948,0,161
"1960 - 1969","Hankasalmi","2019",23396,0,1428,3139,982,808,0,1174,7303,234,0,0
"1960 - 1969","Hanko","2019",41973,308,32471,8407,5291,6824,6090,58,552,47311,6961,0
"1960 - 1969","Harjavalta","2019",49863,8831,18980,9114,503,5419,11098,1701,2043,17051,1344,0
"1960 - 1969","Hartola","2019",13997,2068,468,2625,304,1127,0,0,5570,3270,4579,0
"1960 - 1969","Hattula","2019",33791,2352,6550,6412,6921,637,5042,0,751,5678,0,0
"1960 - 1969","Hausjärvi","2019",21609,3907,4667,2816,360,2063,0,1560,2260,8285,0,83
"1960 - 1969","Heinola","2019",56710,4073,75483,10639,4655,3556,4903,4651,25388,87929,9817,0
"1960 - 1969","Heinävesi","2019",16629,902,2304,4854,3626,765,0,862,3038,2020,0,0
"1960 - 1969","Helsinki","2019",370130,244326,3821348,283786,621704,125152,234962,127555,318512,461924,123795,39646
"1960 - 1969","Hirvensalmi","2019",11269,0,800,350,502,395,0,283,912,79,101,121
"1960 - 1969","Hollola","2019",77851,1952,33694,7358,1244,4729,2854,150,0,78741,1056,1018
"1960 - 1969","Honkajoki","2019",8598,453,3224,1668,602,158,453,125,0,0,0,0
"1960 - 1969","Huittinen","2019",43889,3155,6381,7388,6989,2585,2316,1041,12220,15092,724,450
"1960 - 1969","Humppila","2019",7409,0,2410,1375,0,608,4239,104,0,0,190,0
"1960 - 1969","Hyrynsalmi","2019",17572,1036,1215,2375,387,2389,0,1000,2572,120,0,0
"1960 - 1969","Hyvinkää","2019",91869,14391,175749,24767,5197,3488,4142,7548,30238,63615,12842,62
"1960 - 1969","Hämeenkyrö","2019",40806,3861,7497,3245,1225,4050,266,1353,8496,4764,520,0
"1960 - 1969","Hämeenlinna","2019",152464,18367,203823,25793,9697,9391,19583,8763,31355,76727,13459,600
"1960 - 1969","Ii","2019",49201,1162,0,5571,3496,368,170,1075,2009,1155,278,224
"1960 - 1969","Iisalmi","2019",83547,13272,44938,35155,9660,5151,13320,1731,26786,1803,1765,0
"1960 - 1969","Iitti","2019",30153,1429,11977,1384,280,1109,944,294,8426,7683,728,0
"1960 - 1969","Ikaalinen","2019",32018,1427,6200,11554,901,808,15962,275,5942,1065,0,162
"1960 - 1969","Ilmajoki","2019",55146,1844,1771,732,3727,957,8544,884,4969,8000,112,0
"1960 - 1969","Ilomantsi","2019",29873,3049,6026,6069,3150,2375,1101,288,4784,740,304,0
"1960 - 1969","Imatra","2019",142334,7635,72880,22461,2149,2734,9387,6577,7367,205986,3017,0
"1960 - 1969","Inari","2019",29508,3439,349,10863,2574,1029,0,2477,10205,30,0,327
"1960 - 1969","Inkoo","2019",18617,1576,0,616,666,414,470,1227,2434,488,9570,0
"1960 - 1969","Isojoki","2019",9664,750,510,2044,0,270,1664,0,400,3096,0,0
"1960 - 1969","Isokyrö","2019",21382,237,0,3061,1414,2168,440,65,0,894,0,0
"1960 - 1969","Janakkala","2019",43575,9785,45595,9493,5484,1479,452,1800,6842,46064,3730,465
"1960 - 1969","Joensuu","2019",187753,33217,201732,59584,32819,6504,6109,10642,52017,45382,2566,1269
"1960 - 1969","Jokioinen","2019",18001,1849,5690,1023,1714,0,10475,1157,5805,1760,400,0
"1960 - 1969","Jomala","2019",12529,553,440,130,1911,498,4726,0,0,526,0,105
"1960 - 1969","Joroinen","2019",23910,1856,4207,3627,3121,2335,0,0,390,0,448,0
"1960 - 1969","Joutsa","2019",20431,2575,1968,3199,1277,782,636,455,4301,2834,90,0
"1960 - 1969","Juuka","2019",31378,2634,696,9390,89,1118,1306,1290,4792,2489,141,0
"1960 - 1969","Juupajoki","2019",6857,718,0,715,1167,30,2062,379,2482,90,0,0
"1960 - 1969","Juva","2019",31656,2274,10538,2049,0,641,4716,733,1011,1033,69,570
"1960 - 1969","Jyväskylä","2019",218742,56509,572396,107572,54372,15963,20253,10760,107345,93193,7593,77
"1960 - 1969","Jämijärvi","2019",14409,0,312,0,0,586,0,779,3227,130,0,0
"1960 - 1969","Jämsä","2019",113962,9293,54014,13837,6184,6861,17865,3219,7730,19042,224,194
"1960 - 1969","Järvenpää","2019",69689,4599,51737,6306,5683,1900,585,2787,26776,4968,360,1295
"1960 - 1969","Kaarina","2019",96786,2503,14894,979,2185,1916,11156,455,4259,44645,677,50
"1960 - 1969","Kaavi","2019",18265,3714,1696,1144,1021,1670,0,0,2991,5272,1593,0
"1960 - 1969","Kajaani","2019",117052,10896,163930,27623,22053,9308,45438,5007,2691,61266,4768,28519
"1960 - 1969","Kalajoki","2019",54587,2626,919,7479,7993,2029,1100,4802,3702,5532,2753,51
"1960 - 1969","Kangasala","2019",77394,2266,33694,8509,3386,3651,20327,6184,9954,22178,111,36
"1960 - 1969","Kangasniemi","2019",27048,3281,6845,1366,1337,1044,6676,1982,2993,739,0,500
"1960 - 1969","Kankaanpää","2019",59168,5193,5263,4390,8617,2059,4465,6689,13952,11505,2934,0
"1960 - 1969","Kannonkoski","2019",11842,2343,1253,0,0,300,0,137,3081,240,0,0
"1960 - 1969","Kannus","2019",23869,1111,1330,3374,1602,325,0,260,1414,10986,0,0
"1960 - 1969","Karijoki","2019",6922,0,0,905,0,19,0,349,0,0,0,0
"1960 - 1969","Karkkila","2019",24462,4591,18440,2864,1232,1720,4532,464,2149,2315,263,0
"1960 - 1969","Karstula","2019",22362,1667,577,1257,248,778,0,664,1950,3003,205,0
"1960 - 1969","Karvia","2019",14311,2100,0,1636,171,649,0,0,5089,2846,1426,0
"1960 - 1969","Kaskinen","2019",2666,0,1412,413,0,0,0,178,0,1385,390,694
"1960 - 1969","Kauhajoki","2019",62164,2793,4683,13354,2128,4250,4713,4067,17499,35147,0,85
"1960 - 1969","Kauhava","2019",99606,5295,8639,10505,5249,9795,1792,3963,7009,25505,5859,470
"1960 - 1969","Kauniainen","2019",30047,24965,69298,2699,1729,0,1262,660,4119,0,0,940
"1960 - 1969","Kaustinen","2019",15679,848,290,2086,3862,110,0,0,5870,616,0,0
"1960 - 1969","Keitele","2019",11195,229,531,180,968,11,0,80,4800,123,0,0
"1960 - 1969","Kemi","2019",69174,14420,119794,27740,4223,3657,551,5005,5999,33738,12501,129
"1960 - 1969","Kemijärvi","2019",54411,11589,31037,8969,1642,3841,3538,790,14779,24443,755,162
"1960 - 1969","Keminmaa","2019",38160,8584,4641,2234,684,1326,0,239,4964,17214,0,0
"1960 - 1969","Kemiönsaari","2019",37484,3266,1921,4123,3453,1382,4506,1582,328,4931,1481,228
"1960 - 1969","Kempele","2019",26159,2874,1467,336,0,66,0,1419,11273,934,0,0
"1960 - 1969","Kerava","2019",56700,10858,62163,11795,197,1046,2893,1877,3962,27338,13446,160
"1960 - 1969","Keuruu","2019",43692,3529,39938,15385,528,5925,2371,3910,13754,8903,7541,0
"1960 - 1969","Kihniö","2019",10449,782,0,0,0,218,563,120,5761,252,0,0
"1960 - 1969","Kinnula","2019",9270,691,0,2184,0,0,0,0,0,46,0,0
"1960 - 1969","Kirkkonummi","2019",70875,10330,31826,1532,6863,1873,244,3429,14521,14757,290,474
"1960 - 1969","Kitee","2019",48254,4089,6723,14070,10205,3930,1479,1060,6487,4882,201,0
"1960 - 1969","Kittilä","2019",32889,1129,2982,5009,368,0,7330,303,1490,146,557,763
"1960 - 1969","Kiuruvesi","2019",40727,2414,10825,9773,3601,1059,385,3170,2429,566,0,0
"1960 - 1969","Kivijärvi","2019",8146,0,0,2119,0,468,0,392,0,2209,310,0
"1960 - 1969","Kokemäki","2019",43128,2870,2134,4175,1273,750,4462,1121,14896,8112,635,1062
"1960 - 1969","Kokkola","2019",167144,15231,106434,32446,17261,5854,59909,14908,43252,100631,11691,1216
"1960 - 1969","Kolari","2019",28982,979,3403,12939,867,1275,0,864,4195,11899,0,0
"1960 - 1969","Konnevesi","2019",9936,649,200,973,394,237,846,580,3436,133,110,36
"1960 - 1969","Kontiolahti","2019",28039,2731,7988,2855,1320,922,11017,225,13117,3587,2520,0
"1960 - 1969","Korsnäs","2019",13247,0,0,3877,2494,190,2715,934,2937,550,1538,0
"1960 - 1969","Koski Tl","2019",11105,0,1567,105,1139,225,0,485,0,552,130,0
"1960 - 1969","Kotka","2019",162185,34341,194627,59835,24699,15011,46321,4368,30316,90840,55551,504
"1960 - 1969","Kouvola","2019",365690,23439,281565,74213,46105,29458,34489,14502,51310,168200,28195,3204
"1960 - 1969","Kristiinankaupunki","2019",33012,2210,4438,5288,1471,1669,6555,1336,0,4566,3247,57
"1960 - 1969","Kruunupyy","2019",51112,843,1230,165,306,1273,0,1153,1375,9143,0,250
"1960 - 1969","Kuhmo","2019",73294,2578,7680,5936,6003,1089,868,2764,5081,452,1022,808
"1960 - 1969","Kuhmoinen","2019",12294,211,5148,1482,2680,965,4480,330,5117,2287,0,0
"1960 - 1969","Kumlinge","2019",1126,0,0,648,0,0,0,0,452,0,0,0
"1960 - 1969","Kuopio","2019",192881,28685,444940,54319,22989,21990,21271,30547,74426,51194,8990,1483
"1960 - 1969","Kuortane","2019",21628,1480,911,2929,1392,426,1560,1713,0,4718,1690,0
"1960 - 1969","Kurikka","2019",101832,3221,15821,15133,2608,6283,1210,7731,18294,41478,3403,712
"1960 - 1969","Kustavi","2019",5937,0,0,934,214,830,0,0,0,1908,400,0
"1960 - 1969","Kuusamo","2019",83356,5784,10832,13631,4532,4506,13485,2126,6411,1990,2129,56
"1960 - 1969","Kyyjärvi","2019",9212,356,336,0,1030,538,0,0,556,0,0,0
"1960 - 1969","Kärkölä","2019",15819,1344,2459,4098,996,227,173,315,5605,16410,350,315
"1960 - 1969","Kärsämäki","2019",14732,2482,0,2825,0,814,857,0,4273,30,0,0
"1960 - 1969","Kökar","2019",1314,0,0,0,178,0,0,0,0,0,0,0
"1960 - 1969","Lahti","2019",185213,19067,788190,67421,37081,7147,36747,11264,55520,505776,18227,1618
"1960 - 1969","Laihia","2019",18175,2012,0,1639,986,1983,0,331,0,2302,5288,423
"1960 - 1969","Laitila","2019",31590,948,15314,2300,2217,4258,2993,0,717,4885,470,0
"1960 - 1969","Lapinjärvi","2019",14120,1384,682,2976,386,1277,0,658,4472,4282,0,40
"1960 - 1969","Lapinlahti","2019",43493,6706,3346,5943,2632,960,559,0,8377,637,292,0
"1960 - 1969","Lappajärvi","2019",21358,3153,0,3237,2645,0,1273,593,8840,4731,412,178
"1960 - 1969","Lappeenranta","2019",248688,19802,196700,42192,14072,26634,24832,7924,31601,65842,6633,478
"1960 - 1969","Lapua","2019",69871,0,13277,11680,2387,3733,5406,5282,24107,9688,609,715
"1960 - 1969","Laukaa","2019",45039,7030,8203,7874,1305,443,2183,1472,4298,17993,0,0
"1960 - 1969","Lemi","2019",8393,0,218,923,555,476,2104,618,0,620,0,0
"1960 - 1969","Lemland","2019",4537,0,0,122,0,0,0,0,0,0,0,0
"1960 - 1969","Lempäälä","2019",47179,3892,13105,3171,3985,2995,3466,40,4966,9213,39945,0
"1960 - 1969","Leppävirta","2019",42047,1673,12050,1151,300,1190,4122,889,413,8156,426,0
"1960 - 1969","Lestijärvi","2019",4696,0,0,0,140,0,0,500,0,0,0,0
"1960 - 1969","Lieksa","2019",75709,2563,28866,19618,1494,2307,1570,1555,11569,8407,1266,0
"1960 - 1969","Lieto","2019",63428,930,6878,2169,1305,4019,1246,3773,6250,1606,1629,333
"1960 - 1969","Liminka","2019",11213,2350,2800,3016,1463,691,0,298,12715,1679,0,0
"1960 - 1969","Liperi","2019",38671,5513,3381,2786,3192,2421,4532,0,6706,5704,334,0
"1960 - 1969","Lohja","2019",140831,9611,112989,20998,8590,4526,2707,9579,33278,125023,8520,0
"1960 - 1969","Loimaa","2019",63398,4605,27561,5950,8764,2469,5389,5131,17181,23023,3219,0
"1960 - 1969","Loppi","2019",20770,1751,4257,4071,984,2935,738,772,3358,5010,265,410
"1960 - 1969","Loviisa","2019",44770,5923,28122,36454,2818,3076,0,1014,1475,34482,3337,760
"1960 - 1969","Luhanka","2019",4401,0,0,0,0,600,0,225,0,801,0,0
"1960 - 1969","Lumijoki","2019",5182,0,0,980,0,42,0,538,0,0,0,0
"1960 - 1969","Lumparland","2019",1375,0,0,40,0,424,0,624,573,485,0,0
"1960 - 1969","Luoto","2019",18861,0,0,334,0,100,638,0,0,94,0,24
"1960 - 1969","Luumäki","2019",22024,4329,1104,5290,737,2340,804,1637,6199,9501,1035,782
"1960 - 1969","Maalahti","2019",28409,218,816,1164,728,1747,2490,2640,937,4408,1575,32
"1960 - 1969","Maarianhamina - Mariehamn","2019",39137,12370,40655,22666,13363,630,288,2973,3833,10257,128,0
"1960 - 1969","Marttila","2019",10029,0,865,1043,360,1906,527,0,0,411,0,0
"1960 - 1969","Masku","2019",23804,0,1250,791,692,2004,0,808,0,540,0,0
"1960 - 1969","Merijärvi","2019",4642,0,0,0,0,256,0,0,0,590,0,0
"1960 - 1969","Merikarvia","2019",14281,0,1933,1108,730,878,0,136,2203,4992,380,0
"1960 - 1969","Miehikkälä","2019",12749,0,0,200,0,314,0,33,4374,624,126,0
"1960 - 1969","Mikkeli","2019",156454,17804,149988,29085,20520,8228,6284,1599,60762,43349,8846,84
"1960 - 1969","Muhos","2019",18616,3699,5032,5976,0,1718,174,2561,5324,653,0,1520
"1960 - 1969","Multia","2019",11552,0,427,0,1177,117,0,1173,1890,380,0,0
"1960 - 1969","Muonio","2019",16085,667,0,4413,240,1516,0,0,609,0,0,0
"1960 - 1969","Mustasaari","2019",48445,4161,7087,4002,236,1387,749,2601,3057,7883,4063,149
"1960 - 1969","Muurame","2019",17304,1085,0,511,4086,0,0,0,0,6052,314,0
"1960 - 1969","Mynämäki","2019",31843,795,2786,2875,1760,4001,4213,478,3015,17143,20294,1204
"1960 - 1969","Myrskylä","2019",5355,0,0,190,341,122,0,633,0,250,335,0
"1960 - 1969","Mäntsälä","2019",33582,1924,8420,5830,1254,1453,2230,727,0,15950,150,2034
"1960 - 1969","Mänttä-Vilppula","2019",51742,2132,30945,3921,5656,4733,1620,4502,8028,38553,3734,483
"1960 - 1969","Mäntyharju","2019",35651,2634,7220,8853,5313,907,4886,892,2741,8268,0,0
"1960 - 1969","Naantali","2019",42618,2926,34127,5826,1275,1832,0,81,6926,1965,180,140
"1960 - 1969","Nakkila","2019",24886,798,610,1328,1636,1629,2579,136,5428,8402,2467,0
"1960 - 1969","Nivala","2019",48747,3626,2844,7593,359,935,161,2331,11731,1547,0,379
"1960 - 1969","Nokia","2019",66642,2344,73636,13343,2496,2370,1432,4303,8162,16666,1390,0
"1960 - 1969","Nousiainen","2019",17911,3143,0,0,2070,1030,4538,369,267,0,1816,0
"1960 - 1969","Nurmes","2019",48905,1822,14591,6706,6677,2173,9980,1408,8087,15046,0,60
"1960 - 1969","Nurmijärvi","2019",101095,9170,13426,5359,6875,3631,3382,3114,10469,14419,4623,2771
"1960 - 1969","Närpiö","2019",55580,2420,390,6620,5202,437,5088,390,1788,15544,52,86
"1960 - 1969","Orimattila","2019",51965,2250,14383,1872,1390,2363,1804,1139,0,25636,3535,0
"1960 - 1969","Oripää","2019",4852,534,736,2492,0,1060,0,0,0,0,0,0
"1960 - 1969","Orivesi","2019",33931,4389,12459,5085,5949,1462,747,3216,5289,3576,3863,620
"1960 - 1969","Oulainen","2019",27371,4098,1026,700,495,1845,0,1455,11540,2026,0,0
"1960 - 1969","Oulu","2019",314857,82092,582858,105113,77271,19897,24536,46926,110150,62613,26126,1592
"1960 - 1969","Outokumpu","2019",20273,9849,18969,4507,872,1577,0,0,15772,1343,612,0
"1960 - 1969","Padasjoki","2019",17888,314,2126,1086,0,530,1258,1195,4412,2639,0,974
"1960 - 1969","Paimio","2019",32792,5501,14765,2957,0,417,1530,1017,1825,9325,7239,0
"1960 - 1969","Paltamo","2019",23878,1170,1264,2766,4663,1408,814,630,1799,8080,1626,0
"1960 - 1969","Parainen","2019",61864,8037,23199,7667,4074,1555,5596,2931,4362,10290,15882,51
"1960 - 1969","Parikkala","2019",34867,2324,2951,4792,562,872,362,3086,956,1303,0,0
"1960 - 1969","Parkano","2019",29487,5089,6844,4699,5529,0,0,371,0,28924,644,0
"1960 - 1969","Pedersören kunta","2019",33516,1102,2024,4604,7709,865,216,0,7247,10337,0,1665
"1960 - 1969","Pelkosenniemi","2019",4701,975,0,2715,442,195,0,679,4896,0,0,0
"1960 - 1969","Pello","2019",37343,765,530,2763,2368,1429,0,0,2996,1389,0,445
"1960 - 1969","Perho","2019",11685,1174,0,807,369,0,2382,913,0,0,0,0
"1960 - 1969","Pertunmaa","2019",9094,476,0,356,1526,490,425,0,0,1411,130,716
"1960 - 1969","Petäjävesi","2019",14999,389,3833,562,840,996,1601,974,4515,2192,0,0
"1960 - 1969","Pieksämäki","2019",76648,9126,74901,11603,2336,8116,11009,7964,17866,5138,3281,314
"1960 - 1969","Pielavesi","2019",27668,2135,3829,5358,0,26,0,1299,6158,143,0,0
"1960 - 1969","Pietarsaari","2019",50542,3384,89801,16019,9882,1046,2730,7422,30690,4926,1179,381
"1960 - 1969","Pihtipudas","2019",25300,2043,87,4819,1643,1488,4082,1470,6300,881,0,0
"1960 - 1969","Pirkkala","2019",39876,1186,14628,42,160,602,650,88,2200,9380,0,487
"1960 - 1969","Polvijärvi","2019",20088,872,1542,795,2297,1179,5240,1091,870,550,0,120
"1960 - 1969","Pomarkku","2019",8781,1319,1143,550,1747,690,0,1483,2809,0,0,0
"1960 - 1969","Pori","2019",341038,11360,363748,58604,41762,33677,22697,16912,80946,270286,30240,1882
"1960 - 1969","Pornainen","2019",8008,0,0,0,75,625,0,0,454,828,0,0
